id,company_name,website,prior_status,prior_score,prior_category,new_score,recommended_category,outreach_tone,reasoning,suggested_status
"566","EVERGREEN INFORMATION TECHNOLOGY SERVICES, INC.","","disqualified","3","sales","6","sales","direct compliance pitch","Company name explicitly signals IT services + government contractor database membership + named contact (Terrance Martin); reasonable fit for compliance product even without org type or size confirmation.","qualified"
"567","COMPLEAT INFORMATION TECHNOLOGY, LLC","","disqualified","3","sales","5","relationship_building","soft intro, information gathering","IT-focused company name + named contact (Lethia Dargin) suggest possible fit, but unknown org type and zero CMMC signals warrant light-touch outreach to qualify before sales engagement.","qualified"
"568","FOCUSED INFORMATION TECHNOLOGY LLC","","disqualified","2","sales","5","relationship_building","soft intro, information gathering","IT services name + government contractor registration + named contact (Frank Kippenbrock) indicate potential, but lack of any org type, CMMC, or employee data means discovery call needed before positioning.","qualified"
"569","KROZAK INFORMATION TECHNOLOGIES, INC.","","disqualified","2","sales","5","relationship_building","soft intro, information gathering","IT company name + government contractor status + named contact (Joseph Krozak, possibly founder/owner) offer baseline fit, but complete absence of CMMC level, org type, or size requires qualification first.","qualified"
"570","VOLPE INFORMATION TECHNOLOGY GROUP INC","","disqualified","3","sales","5","relationship_building","soft intro, information gathering","IT group + government contractor database + named contact (Thomas Volpe Jr., likely owner) suggest SMB IT services, but missing org type and CMMC signals warrant soft outreach to determine if they handle government/DoD data.","qualified"
"571","HOLDEN INFORMATION SERVICES, LLC","","disqualified","2","sales","4","relationship_building","soft intro, information gathering","IT services name + government contractor registration + named contact (Michael Stump) provide minimal signals; unknown org type and complete lack of CMMC/defense context require early-stage discovery.","qualified"
"572","NET2 INFORMATION TECHNOLOGY SERVICES LLC","","disqualified","3","sales","5","sales","direct compliance pitch","IT services company name + government contractor database + named contact (Clare Razaq-Hines) align well with Sentinel positioning; missing org type and CMMC level are not disqualifying for SMB IT service provider.","qualified"
"573","ASCEND INFORMATICS, LLC","","disqualified","1","sales","3","relationship_building","soft intro, information gathering","Generic 'Informatics' name lacks clear IT services or defense signal despite government contractor registration and named contact (Hussain Mohammed); too much uncertainty to recommend direct sales.","disqualified"
"574","CLINICAL INFORMATICS EXPERTS, INC.","","disqualified","3","sales","2","relationship_building","soft intro, information gathering","Clinical Informatics focus suggests healthcare/non-defense vertical; while registered as government contractor, health IT is unlikely to be a primary target for CMMC compliance product even with named contact (Bart Harmon).","disqualified"
"575","ARGENTYS INFORMATICS, LLC","","disqualified","2","sales","3","relationship_building","soft intro, information gathering","Generic informatics name + government contractor database + named contact (Ilya Mazo) lack sufficient signals of IT services or defense relevance to warrant direct pitch; discovery needed.","disqualified"
"576","VIVARA INFORMATICS, LLC","","disqualified","2","sales","3","relationship_building","soft intro, information gathering","Generic informatics name + government contractor registration + named contact (Sridhara Ramasubbu) lack clear IT services or defense indicators; too vague for confident sales positioning.","disqualified"
"577","GOWDA INFORMATICS AUTOMATION AND TECHNOLOGIES LLC","","disqualified","3","sales","6","sales","direct compliance pitch","WOSB/EDWOSB/VOSB/SDVOSB designations + named contact (Pallavi Gowda) strongly signal SMB government contractor; automation/IT name suggests technical fit for Sentinel despite unknown employee count and CMMC level.","qualified"
"578","MAXIM GLOBAL INFORMATION TECHNOLOGY CORPORATION","","disqualified","2","sales","4","relationship_building","soft intro, information gathering","Global/corporate-sounding name + named contact (Dr. Olufemi Asabi) lack defense or clear SMB IT services signals; government contractor registration alone insufficient without org type or CMMC context.","qualified"
"579","BERING STRAITS INFORMATION TECHNOLOGY LLC","","disqualified","3","sales","5","relationship_building","soft intro, information gathering","IT company name + government contractor database + named contact (Roy Craft) suggest possible fit, but unknown org type, CMMC level, and complete absence of defense signals require qualification call.","qualified"
"580","CHAGS HEALTH INFORMATION TECHNOLOGY, LLC","","disqualified","2","sales","2","relationship_building","soft intro, information gathering","Health IT focus (CHAGS Health) suggests healthcare vertical, not defense/CMMC; while registered as government contractor, health IT is low-fit for Sentinel despite named contact (Srivasavi Chaganti).","disqualified"
"581","SKYWARD DYNAMICS INFORMATION TECHNOLOGY, LLC","","disqualified","3","sales","5","relationship_building","soft intro, information gathering","IT services name + government contractor status + named contact (Dmitry Yun) indicate potential SMB; however, completely absent org type, CMMC, and employee data warrant soft discovery before sales pitch.","qualified"
"582","RESOURCE AND INFORMATION LLC","","disqualified","1","sales","2","relationship_building","soft intro, information gathering","Generic 'Resource and Information' name lacks IT services or defense clarity despite government contractor registration; named contact (Negash Fufa) insufficient to overcome vague positioning.","disqualified"
"583","CAPITAL EDGE INFORMATION TECHNOLOGY AND MANAGEMENT SERVICES LLC","","disqualified","3","sales","5","sales","direct compliance pitch","IT/management services name + government contractor database + named contact (Yannick Sallet) suggest SMB government contractor fit; lack of CMMC level and employee count not disqualifying for direct Sentinel outreach.","qualified"
"584","SIGNAL CORPS INFORMATICS INC.","","disqualified","1","sales","6","sales","direct compliance pitch","VOSB designation + IT/informatics name + government contractor status + named contact (Steven Emrick) signal SMB defense contractor fit for Sentinel despite missing employee count and CMMC level.","qualified"
"585","ISTAT TECHNOLOGIES LLC","","disqualified","1","sales","4","relationship_building","soft intro, information gathering","Generic tech name + government contractor database + named contact (Stanina Akonnor) lack clear IT services or defense signals; insufficient data to recommend direct sales approach.","qualified"
"586","CORETEK CONSULTING II LLC","","disqualified","2","sales","5","partnership","partner/co-sell pitch","Consulting company name + government contractor registration + named contact (Michael Parker) suggest possible IT services/consulting firm that could refer clients or partner; worth relationship approach.","qualified"
